4	0.4	1	1	CIOQ	1.0	0.349	0.052
4	0.4	2	1	CIOQ	1.0	0.342	0.052025
4	0.4	4	1	CIOQ	1.0	0.342	0.054225
4	0.4	1	2	CIOQ	2.566	0.687	0.00325
4	0.4	2	2	CIOQ	2.609	0.689	0.00415
4	0.4	4	2	CIOQ	2.63	0.689	0.004025
4	0.4	1	4	CIOQ	7.353	0.964	0.0
4	0.4	2	4	CIOQ	7.431	0.969	0.0
4	0.4	4	4	CIOQ	7.414	0.966	0.0
4	0.6	1	1	CIOQ	1.0	0.482	0.110125
4	0.6	2	1	CIOQ	1.0	0.475	0.10955
4	0.6	4	1	CIOQ	1.0	0.481	0.10965
4	0.6	1	2	CIOQ	5.09	0.926	0.0114
4	0.6	2	2	CIOQ	5.185	0.928	0.011525
4	0.6	4	2	CIOQ	5.096	0.93	0.0122
4	0.6	1	4	CIOQ	8.67	0.996	0.0
4	0.6	2	4	CIOQ	8.712	0.999	0.0
4	0.6	4	4	CIOQ	8.701	0.998	0.0
4	0.8	1	1	CIOQ	1.0	0.591	0.1787
4	0.8	2	1	CIOQ	1.0	0.588	0.1806
4	0.8	4	1	CIOQ	1.0	0.592	0.181425
4	0.8	1	2	CIOQ	7.957	0.994	0.026825
4	0.8	2	2	CIOQ	8.014	0.995	0.027125
4	0.8	4	2	CIOQ	8.057	0.995	0.027725
4	0.8	1	4	CIOQ	9.255	1.0	0.0
4	0.8	2	4	CIOQ	9.236	1.0	0.0
4	0.8	4	4	CIOQ	9.252	1.0	0.0
4	1.0	1	1	CIOQ	1.0	0.683	0.262775
4	1.0	2	1	CIOQ	1.0	0.682	0.262425
4	1.0	4	1	CIOQ	1.0	0.682	0.262775
4	1.0	1	2	CIOQ	9.135	1.0	0.051175
4	1.0	2	2	CIOQ	9.127	1.0	0.049275
4	1.0	4	2	CIOQ	9.075	1.0	0.051775
4	1.0	1	4	CIOQ	9.512	1.0	0.0
4	1.0	2	4	CIOQ	9.508	1.0	0.0
4	1.0	4	4	CIOQ	9.515	1.0	0.0
8	0.4	3	3	CIOQ	5.935	0.913	0.000475
8	0.4	5	3	CIOQ	5.807	0.902	0.0005625
8	0.4	8	3	CIOQ	5.891	0.908	0.0003625
8	0.4	3	5	CIOQ	7.777	0.975	0.0
8	0.4	5	5	CIOQ	7.785	0.978	0.0
8	0.4	8	5	CIOQ	7.757	0.974	0.0
8	0.4	3	8	CIOQ	8.137	0.983	0.0
8	0.4	5	8	CIOQ	8.141	0.982	0.0
8	0.4	8	8	CIOQ	8.137	0.984	0.0
8	0.6	3	3	CIOQ	8.044	0.99	0.002075
8	0.6	5	3	CIOQ	8.072	0.991	0.0017125
8	0.6	8	3	CIOQ	8.084	0.991	0.00145
8	0.6	3	5	CIOQ	8.748	0.997	0.0
8	0.6	5	5	CIOQ	8.757	0.997	0.0
8	0.6	8	5	CIOQ	8.741	0.996	0.0
8	0.6	3	8	CIOQ	8.847	0.998	0.0
8	0.6	5	8	CIOQ	8.848	0.997	0.0
8	0.6	8	8	CIOQ	8.858	0.998	0.0
8	0.8	3	3	CIOQ	8.986	1.0	0.0052125
8	0.8	5	3	CIOQ	8.994	0.999	0.005125
8	0.8	8	3	CIOQ	9.009	0.999	0.005225
8	0.8	3	5	CIOQ	9.215	1.0	0.0
8	0.8	5	5	CIOQ	9.211	1.0	0.0
8	0.8	8	5	CIOQ	9.221	1.0	1.25e-05
8	0.8	3	8	CIOQ	9.238	1.0	0.0
8	0.8	5	8	CIOQ	9.238	1.0	0.0
8	0.8	8	8	CIOQ	9.238	1.0	0.0
8	1.0	3	3	CIOQ	9.382	1.0	0.0117
8	1.0	5	3	CIOQ	9.38	1.0	0.0114625
8	1.0	8	3	CIOQ	9.382	1.0	0.0109875
8	1.0	3	5	CIOQ	9.47	1.0	6.25e-05
8	1.0	5	5	CIOQ	9.457	1.0	0.000125
8	1.0	8	5	CIOQ	9.466	1.0	0.0001125
8	1.0	3	8	CIOQ	9.48	1.0	0.0
8	1.0	5	8	CIOQ	9.48	1.0	0.0
8	1.0	8	8	CIOQ	9.47	1.0	0.0
16	0.4	6	6	CIOQ	7.945	0.979	0.0
16	0.4	11	6	CIOQ	7.947	0.978	0.0
16	0.4	16	6	CIOQ	7.963	0.98	0.0
16	0.4	6	11	CIOQ	8.168	0.983	0.0
16	0.4	11	11	CIOQ	8.164	0.983	0.0
16	0.4	16	11	CIOQ	8.171	0.982	0.0
16	0.4	6	16	CIOQ	8.171	0.982	0.0
16	0.4	11	16	CIOQ	8.171	0.982	0.0
16	0.4	16	16	CIOQ	8.171	0.982	0.0
16	0.6	6	6	CIOQ	8.782	0.997	0.0
16	0.6	11	6	CIOQ	8.779	0.998	0.0
16	0.6	16	6	CIOQ	8.782	0.997	0.0
16	0.6	6	11	CIOQ	8.828	0.998	0.0
16	0.6	11	11	CIOQ	8.828	0.998	0.0
16	0.6	16	11	CIOQ	8.838	0.998	0.0
16	0.6	6	16	CIOQ	8.842	0.998	0.0
16	0.6	11	16	CIOQ	8.834	0.998	0.0
16	0.6	16	16	CIOQ	8.837	0.998	0.0
16	0.8	6	6	CIOQ	9.203	1.0	0.0
16	0.8	11	6	CIOQ	9.201	1.0	1.875e-05
16	0.8	16	6	CIOQ	9.195	1.0	0.0
16	0.8	6	11	CIOQ	9.213	1.0	0.0
16	0.8	11	11	CIOQ	9.212	1.0	0.0
16	0.8	16	11	CIOQ	9.211	1.0	0.0
16	0.8	6	16	CIOQ	9.205	1.0	0.0
16	0.8	11	16	CIOQ	9.214	1.0	0.0
16	0.8	16	16	CIOQ	9.21	1.0	0.0
16	1.0	6	6	CIOQ	9.443	1.0	3.125e-05
16	1.0	11	6	CIOQ	9.441	1.0	1.875e-05
16	1.0	16	6	CIOQ	9.438	1.0	1.25e-05
16	1.0	6	11	CIOQ	9.444	1.0	0.0
16	1.0	11	11	CIOQ	9.449	1.0	0.0
16	1.0	16	11	CIOQ	9.446	1.0	0.0
16	1.0	6	16	CIOQ	9.443	1.0	0.0
16	1.0	11	16	CIOQ	9.445	1.0	0.0
16	1.0	16	16	CIOQ	9.444	1.0	0.0
32	0.4	12	12	CIOQ	8.169	0.982	0.0
32	0.4	22	12	CIOQ	8.156	0.981	0.0
32	0.4	32	12	CIOQ	8.163	0.982	0.0
32	0.4	12	22	CIOQ	8.16	0.982	0.0
32	0.4	22	22	CIOQ	8.156	0.982	0.0
32	0.4	32	22	CIOQ	8.162	0.982	0.0
32	0.4	12	32	CIOQ	8.163	0.982	0.0
32	0.4	22	32	CIOQ	8.161	0.982	0.0
32	0.4	32	32	CIOQ	8.162	0.982	0.0
32	0.6	12	12	CIOQ	8.822	0.997	0.0
32	0.6	22	12	CIOQ	8.822	0.998	0.0
32	0.6	32	12	CIOQ	8.812	0.998	0.0
32	0.6	12	22	CIOQ	8.819	0.998	0.0
32	0.6	22	22	CIOQ	8.821	0.997	0.0
32	0.6	32	22	CIOQ	8.824	0.998	0.0
32	0.6	12	32	CIOQ	8.816	0.998	0.0
32	0.6	22	32	CIOQ	8.818	0.998	0.0
