time, val
20.070850372314453, 1
20.198902130126953, 1
20.2529239654541, 1
20.332956314086914, 1
20.487018585205078, 1
20.513029098510742, 1
20.62307357788086, 1
20.671092987060547, 1
20.847164154052734, 1
20.87717628479004, 1
20.911190032958984, 1
21.053247451782227, 1
21.163291931152344, 1
21.237321853637695, 1
21.251327514648438, 1
21.311351776123047, 1
21.505430221557617, 1
21.51543426513672, 1
21.539443969726562, 1
21.631481170654297, 1
21.691505432128906, 1
21.72551918029785, 1
21.745527267456055, 1
21.937604904174805, 1
21.98162269592285, 1
22.0256404876709, 1
22.03764533996582, 1
22.115676879882812, 1
22.129682540893555, 1
22.141687393188477, 1
22.209714889526367, 1
22.271739959716797, 1
22.343769073486328, 1
22.35177230834961, 1
22.42180061340332, 1
22.501832962036133, 1
22.55185317993164, 1
22.565858840942383, 1
22.641889572143555, 1
22.653894424438477, 1
22.855976104736328, 1
22.976024627685547, 1
23.044052124023438, 1
23.05405616760254, 1
23.102075576782227, 1
23.106077194213867, 1
23.1981143951416, 1
23.240131378173828, 1
23.25013542175293, 1
23.296154022216797, 1
23.32216453552246, 1
23.490232467651367, 1
23.550256729125977, 1
23.57426643371582, 1
23.742334365844727, 1
23.800357818603516, 1
23.82236671447754, 1
23.89839744567871, 1
23.968425750732422, 1
23.994436264038086, 1
24.03045082092285, 1
24.036453247070312, 1
24.068466186523438, 1
24.14649772644043, 1
24.232532501220703, 1
24.27655029296875, 1
24.33457374572754, 1
24.39859962463379, 1
24.550661087036133, 1
24.812767028808594, 1
24.838777542114258, 1
24.878793716430664, 1
25.022851943969727, 1
25.05086326599121, 1
25.136898040771484, 1
25.210927963256836, 1
25.42701530456543, 1
25.461029052734375, 1
25.527055740356445, 1
25.573074340820312, 1
25.649105072021484, 1
25.719133377075195, 1
25.865192413330078, 1
25.891202926635742, 1
25.923215866088867, 1
25.985240936279297, 1
26.219335556030273, 1
26.25935173034668, 1
26.273357391357422, 1
26.423418045043945, 1
26.477439880371094, 1
26.489444732666016, 1
26.52145767211914, 1
26.537464141845703, 1
26.543466567993164, 1
26.611494064331055, 1
26.71553611755371, 1
26.82758140563965, 1
26.84158706665039, 1
26.84758949279785, 1
26.879602432250977, 1
26.885604858398438, 1
27.0196590423584, 1
27.119699478149414, 1
27.209735870361328, 1
27.237747192382812, 1
27.243749618530273, 1
27.257755279541016, 1
27.301773071289062, 1
27.331785202026367, 1
27.399812698364258, 1
27.40781593322754, 1
27.457836151123047, 1
27.517860412597656, 1
27.847993850708008, 1
27.9160213470459, 1
28.05207633972168, 1
28.146114349365234, 1
28.202136993408203, 1
28.220144271850586, 1
28.24415397644043, 1
28.338191986083984, 1
28.578289031982422, 1
28.600297927856445, 1
28.63831329345703, 1
28.780370712280273, 1
28.81838607788086, 1
28.88041114807129, 1
28.88841438293457, 1
28.936433792114258, 1
29.002460479736328, 1
29.316587448120117, 1
29.478652954101562, 1
29.482654571533203, 1
29.626712799072266, 1
29.66472816467285, 1
29.696741104125977, 1
29.766769409179688, 1
29.794780731201172, 1
29.90482521057129, 1
29.9848575592041, 1
30.062889099121094, 1
30.16893196105957, 1
30.262969970703125, 1
30.29298210144043, 1
30.336999893188477, 1
30.35300636291504, 1
30.391021728515625, 1
30.409029006958008, 1
30.471054077148438, 1
30.565092086791992, 1
30.61711311340332, 1
30.705148696899414, 1
30.75116729736328, 1
30.769174575805664, 1
30.785181045532227, 1
30.791183471679688, 1
30.887222290039062, 1
30.911231994628906, 1
30.967254638671875, 1
30.973257064819336, 1
30.99726676940918, 1
31.07329750061035, 1
31.12932014465332, 1
31.25337028503418, 1
31.277379989624023, 1
31.293386459350586, 1
31.435443878173828, 1
31.45545196533203, 1
31.477460861206055, 1
31.669538497924805, 1
31.719558715820312, 1
31.861616134643555, 1
31.991668701171875, 1
32.06163787841797, 1
32.30950164794922, 1
32.32349395751953, 1
32.609336853027344, 1
32.65930938720703, 1
32.68529510498047, 1
32.69928741455078, 1
32.71527862548828, 1
32.727272033691406, 1
32.737266540527344, 1
32.79723358154297, 1
32.903175354003906, 1
33.00312042236328, 1
33.041099548339844, 1
33.081077575683594, 1
33.256980895996094, 1
33.264976501464844, 1
33.270973205566406, 1
33.37291717529297, 1
33.52283477783203, 1
33.600791931152344, 1
33.62078094482422, 1
33.71472930908203, 1
33.93061065673828, 1
