time, val
20.090858459472656, 1
20.280935287475586, 1
20.473012924194336, 1
20.589059829711914, 1
20.81515121459961, 1
20.849164962768555, 1
21.00722885131836, 1
21.07325553894043, 1
21.2573299407959, 1
21.26933479309082, 1
21.319355010986328, 1
21.471416473388672, 1
21.677499771118164, 1
21.84156608581543, 1
21.955612182617188, 1
22.061655044555664, 1
22.141687393188477, 1
22.21971893310547, 1
22.28974723815918, 1
22.441808700561523, 1
22.467819213867188, 1
22.47382164001465, 1
22.495830535888672, 1
22.591869354248047, 1
22.825963973999023, 1
22.87598419189453, 1
23.00003433227539, 1
23.110078811645508, 1
23.13208770751953, 1
23.150094985961914, 1
23.24413299560547, 1
23.24813461303711, 1
23.69631576538086, 1
23.722326278686523, 1
24.258543014526367, 1
24.290555953979492, 1
24.360584259033203, 1
24.374589920043945, 1
24.390596389770508, 1
24.692718505859375, 1
24.868789672851562, 1
24.966829299926758, 1
24.9808349609375, 1
25.04686164855957, 1
25.142900466918945, 1
25.148902893066406, 1
25.545063018798828, 1
25.583078384399414, 1
25.703126907348633, 1
25.7591495513916, 1
25.785160064697266, 1
25.991243362426758, 1
26.06727409362793, 1
26.32337760925293, 1
26.59148597717285, 1
26.597488403320312, 1
26.70353126525879, 1
26.743547439575195, 1
26.797569274902344, 1
26.803571701049805, 1
26.851591110229492, 1
26.96763801574707, 1
27.09568977355957, 1
27.15771484375, 1
27.247751235961914, 1
27.335786819458008, 1
27.561878204345703, 1
27.952035903930664, 1
27.98805046081543, 1
28.0440731048584, 1
28.074085235595703, 1
28.414222717285156, 1
28.548276901245117, 1
28.866405487060547, 1
28.922428131103516, 1
29.01846694946289, 1
29.08249282836914, 1
29.194538116455078, 1
29.246559143066406, 1
29.306583404541016, 1
29.320589065551758, 1
29.40662384033203, 1
29.494659423828125, 1
29.602703094482422, 1
29.630714416503906, 1
29.64472007751465, 1
29.872812271118164, 1
29.954845428466797, 1
29.96885108947754, 1
30.014869689941406, 1
30.693143844604492, 1
30.93324089050293, 1
30.951248168945312, 1
30.965253829956055, 1
31.167335510253906, 1
31.18534278869629, 1
31.593507766723633, 1
31.599510192871094, 1
31.63152313232422, 1
31.681543350219727, 1
31.82360076904297, 1
31.83360481262207, 1
31.855613708496094, 1
31.921640396118164, 1
32.18956756591797, 1
32.28551483154297, 1
32.30750274658203, 1
32.31749725341797, 1
32.593345642089844, 1
32.673301696777344, 1
32.809226989746094, 1
32.89318084716797, 1
32.921165466308594, 1
32.94715118408203, 1
33.08507537841797, 1
33.438880920410156, 1
33.472862243652344, 1
33.53282928466797, 1
33.74871063232422, 1
33.846656799316406, 1
34.04254913330078, 1
34.15648651123047, 1
34.272422790527344, 1
34.504295349121094, 1
34.568260192871094, 1
34.808128356933594, 1
34.81212615966797, 1
35.02800750732422, 1
35.079978942871094, 1
35.25788116455078, 1
35.263877868652344, 1
35.29785919189453, 1
35.51573944091797, 1
35.82556915283203, 1
35.85155487060547, 1
35.88153839111328, 1
35.92151641845703, 1
35.98748016357422, 1
36.00946807861328, 1
36.05744171142578, 1
36.085426330566406, 1
36.17737579345703, 1
36.319297790527344, 1
36.35327911376953, 1
36.477210998535156, 1
36.56316375732422, 1
36.589149475097656, 1
36.65911102294922, 1
36.66510772705078, 1
36.90497589111328, 1
37.044898986816406, 1
37.13684844970703, 1
37.164833068847656, 1
37.278770446777344, 1
37.284767150878906, 1
37.44068145751953, 1
37.564613342285156, 1
37.574607849121094, 1
37.956398010253906, 1
38.052345275878906, 1
38.116310119628906, 1
38.18627166748047, 1
38.35218048095703, 1
38.478111267089844, 1
38.51409149169922, 1
38.53807830810547, 1
38.54407501220703, 1
38.564064025878906, 1
38.70598602294922, 1
38.73796844482422, 1
38.795936584472656, 1
38.819923400878906, 1
38.837913513183594, 1
38.85790252685547, 1
38.94385528564453, 1
39.101768493652344, 1
39.14374542236328, 1
39.20171356201172, 1
39.469566345214844, 1
39.477561950683594, 1
39.48155975341797, 1
